training_id,grant_id,project_id,activity_id,location_id,period_id,facilitator_id,training_title,training_type,target_group,start_date,end_date,duration_days,planned_attendance,total_attendance,attendance_male,attendance_female,attendance_youth,attendance_pwd,total_cost,cost_currency,cost_per_participant,pre_assessment_avg,post_assessment_avg,knowledge_gain_pct,certificates_issued,venue,notes
TRN-2025-0266,GRT-2023-005,PRJ-2023-010,ACT-0055,LOC-KIL-001,FP-2025-02,STF-020,Community Health Worker Basic Training,Technical,Community Health Workers,2025-02-07,2025-02-09,3,25,21,10,11,12,1,2491000.0,TZS,118619.05,48.9,82.3,33.4,0,Hotel Conference Room,Training delivered by government partner
TRN-2025-0267,GRT-2023-003,PRJ-2023-013,ACT-0081,LOC-ARU-001,FP-2025-11,STF-017,WASH Behaviour Change,Awareness,Community Members,2025-11-20,2025-11-23,4,50,39,26,13,19,1,5479000.0,TZS,140487.18,46.3,71.7,25.4,39,Hotel Conference Room,
TRN-2025-0268,GRT-2024-004,PRJ-2024-006,ACT-0067,LOC-MAN-002,FP-2025-05,STF-037,Climate Smart Agriculture Practices,Leadership,Community Leaders,2025-05-24,2025-05-25,2,60,55,34,21,24,2,3821000.0,TZS,69472.73,31.5,50.2,18.7,55,District Council Hall,Training delivered by government partner
TRN-2025-0269,GRT-2024-002,PRJ-2024-004,ACT-0053,LOC-MAN-004,FP-2025-11,STF-019,Psychosocial Support Basics,Vocational,Community Child Protection Committee Members,2025-11-14,2025-11-18,5,60,59,25,34,33,0,13138000.0,TZS,222677.97,44.9,74.8,,0,Hotel Conference Room,Training delivered by internal staff
TRN-2025-0270,GRT-2024-002,PRJ-2024-004,ACT-0052,LOC-MAN-004,FP-2025-11,STF-031,Community Based Child Protection,Vocational,Community Child Protection Committee Members,2025-11-25,2025-11-25,1,60,52,29,23,22,2,1227000.0,TZS,23596.15,53.3,76.3,,52,School Hall,
TRN-2025-0271,GRT-2024-004,PRJ-2024-006,ACT-0066,LOC-MAN-002,FP-2025-04,STF-029,Reforestation and Tree Nursery Management,Awareness,Community Leaders,2025-04-24,2025-04-24,1,100,77,28,49,30,3,2661000.0,TZS,34558.44,43.2,,18.8,77,Hotel Conference Room,Training delivered by external facilitator
TRN-2025-0272,GRT-2023-002,PRJ-2023-004,ACT-0016,LOC-ARU-002,FP-2025-07,STF-028,Teacher Pedagogy Training,Awareness,Teachers,2025-07-07,2025-07-09,3,50,46,15,31,21,1,5319000.0,TZS,115630.43,31.0,65.4,,46,District Council Hall,Training delivered by government partner
TRN-2025-0273,GRT-2023-001,PRJ-2023-001,ACT-0003,LOC-KIL-001,FP-2025-07,STF-006,Nutrition Counselling,Leadership,Health Facility Staff,2025-07-20,2025-07-21,2,40,30,13,17,12,1,1658000.0,TZS,55266.67,42.7,63.1,20.4,30,School Hall,Training delivered by internal staff
TRN-2025-0274,GRT-2023-001,PRJ-2023-002,ACT-0008,LOC-KIL-002,FP-2025-05,STF-022,Nutrition Counselling,Technical,Community Health Workers,2025-05-20,2025-05-20,1,50,42,26,16,13,2,1531000.0,TZS,36452.38,37.3,57.0,19.7,42,Community Centre,Training delivered by government partner
TRN-2025-0275,GRT-2024-001,PRJ-2024-001,ACT-0040,LOC-MAN-001,FP-2025-05,STF-017,Irrigation Management,Awareness,Agro Dealers,2025-05-07,2025-05-08,2,80,70,33,37,31,0,2706000.0,TZS,38657.14,38.6,63.7,25.1,0,District Council Hall,
TRN-2025-0276,GRT-2023-001,PRJ-2023-002,ACT-0009,LOC-KIL-002,FP-2025-02,STF-022,HIV AIDS Awareness,Financial Management,Community Health Workers,2025-02-22,2025-02-25,4,30,24,13,11,12,1,3638000.0,TZS,151583.33,34.2,71.5,37.3,24,School Hall,Training delivered by external facilitator
TRN-2025-0277,GRT-2024-001,PRJ-2024-007,ACT-0074,LOC-ARU-002,FP-2025-01,STF-039,Cooperative Management,Vocational,Agro Dealers,2025-01-07,2025-01-07,1,25,25,16,9,15,1,1119000.0,TZS,44760.0,39.6,69.5,29.9,0,Community Centre,
TRN-2025-0278,GRT-2024-004,PRJ-2024-006,ACT-0065,LOC-MAN-002,FP-2025-03,STF-006,Climate Smart Agriculture Practices,Technical,Smallholder Farmers,2025-03-06,2025-03-06,1,60,57,35,22,30,0,1403000.0,TZS,24614.04,34.9,64.5,29.6,57,School Hall,Training delivered by external facilitator
TRN-2025-0279,GRT-2023-001,PRJ-2023-002,ACT-0009,LOC-KIL-002,FP-2025-01,STF-012,First Aid and Emergency Response,Financial Management,Community Health Workers,2025-01-23,2025-01-24,2,30,30,16,14,11,1,1223000.0,TZS,40766.67,41.4,78.4,37.0,30,Government Office Meeting Room,
TRN-2025-0280,GRT-2024-003,PRJ-2024-005,ACT-0057,LOC-ARU-004,FP-2025-06,STF-021,First Aid and Emergency Response,Financial Management,Village Health Workers,2025-06-22,2025-06-22,1,20,15,6,9,7,0,424000.0,TZS,28266.67,35.6,62.5,26.9,15,Hotel Conference Room,Training delivered by government partner
TRN-2025-0281,GRT-2022-003,PRJ-2023-003,ACT-0013,LOC-KIL-003,FP-2025-10,STF-038,Nutrition Counselling,Financial Management,Community Members,2025-10-10,2025-10-13,4,30,25,16,9,15,0,3202000.0,TZS,128080.0,46.3,79.8,33.5,25,School Hall,Training delivered by internal staff
TRN-2025-0282,GRT-2023-005,PRJ-2023-010,ACT-0056,LOC-KIL-001,FP-2025-09,STF-011,Nutrition Counselling,Technical,Community Members,2025-09-16,2025-09-17,2,50,48,25,23,22,0,2459000.0,TZS,51229.17,38.6,66.9,,48,District Council Hall,Training delivered by external facilitator
TRN-2025-0283,GRT-2023-003,PRJ-2023-013,ACT-0080,LOC-ARU-001,FP-2025-05,STF-021,First Aid and Emergency Response,Leadership,Community Health Workers,2025-05-12,2025-05-12,1,100,75,41,34,44,2,1919000.0,TZS,25586.67,47.2,70.3,23.1,75,District Council Hall,Training delivered by government partner
TRN-2025-0284,GRT-2024-002,PRJ-2024-004,ACT-0050,LOC-MAN-004,FP-2025-04,STF-008,Community Based Child Protection,Vocational,Religious Leaders,2025-04-22,2025-04-23,2,30,24,9,15,13,0,2024000.0,TZS,84333.33,46.2,63.9,17.7,24,District Council Hall,
TRN-2025-0285,GRT-2024-004,PRJ-2024-006,ACT-0065,LOC-MAN-002,FP-2025-06,STF-009,Conservation Agriculture,Vocational,Community Leaders,2025-06-16,2025-06-20,5,40,38,20,18,23,0,7956000.0,TZS,209368.42,37.0,74.9,37.9,0,Government Office Meeting Room,Training delivered by external facilitator
TRN-2025-0286,GRT-2023-001,PRJ-2023-011,ACT-0062,LOC-MAN-001,FP-2025-10,STF-012,WASH Behaviour Change,Awareness,Community Health Workers,2025-10-09,2025-10-11,3,100,82,26,56,52,0,6748000.0,TZS,82292.68,44.0,79.5,35.5,0,CDFT Training Centre,Training delivered by internal staff
TRN-2025-0287,GRT-2022-003,PRJ-2023-003,ACT-0011,LOC-KIL-003,FP-2025-06,STF-008,WASH Behaviour Change,Vocational,Community Health Workers,2025-06-09,2025-06-12,4,100,96,33,63,36,2,14565000.0,TZS,151718.75,44.2,73.2,29.0,0,District Council Hall,Training delivered by internal staff
TRN-2025-0288,GRT-2023-002,PRJ-2023-012,ACT-0069,LOC-ARU-001,FP-2025-09,STF-034,School Management Training,Vocational,School Administrators,2025-09-01,2025-09-01,1,40,30,15,15,16,1,708000.0,TZS,23600.0,53.3,81.5,28.2,30,School Hall,Training delivered by government partner
TRN-2025-0289,GRT-2024-001,PRJ-2024-002,ACT-0043,LOC-KIL-004,FP-2025-06,STF-011,Irrigation Management,Leadership,Agro Dealers,2025-06-13,2025-06-13,1,50,41,16,25,21,2,1495000.0,TZS,36463.41,45.3,62.7,17.4,0,Government Office Meeting Room,
TRN-2025-0290,GRT-2024-002,PRJ-2024-004,ACT-0049,LOC-MAN-004,FP-2025-08,STF-012,Child Safeguarding and Protection,Technical,Religious Leaders,2025-08-16,2025-08-17,2,80,80,36,44,38,0,3968000.0,TZS,49600.0,44.1,74.8,30.7,0,School Hall,Training delivered by internal staff
TRN-2025-0291,GRT-2024-002,PRJ-2024-003,ACT-0047,LOC-ARU-003,FP-2025-01,STF-020,Community Based Child Protection,Vocational,Community Child Protection Committee Members,2025-01-23,2025-01-25,3,20,19,10,9,9,0,2331000.0,TZS,122684.21,42.6,,34.8,19,Community Centre,Training delivered by government partner
TRN-2025-0292,GRT-2024-002,PRJ-2024-003,ACT-0048,LOC-ARU-003,FP-2025-07,STF-018,Reporting and Referral Pathways,Technical,Community Leaders,2025-07-25,2025-07-25,1,30,26,13,13,8,1,1090000.0,TZS,41923.08,53.1,92.3,39.2,26,CDFT Training Centre,Training delivered by government partner
TRN-2025-0293,GRT-2022-004,PRJ-2023-005,ACT-0018,LOC-KIL-001,FP-2025-04,STF-006,Inclusive Education,Financial Management,Teachers,2025-04-02,2025-04-06,5,30,23,13,10,13,1,4575000.0,TZS,198913.04,50.9,89.5,38.6,23,District Council Hall,
TRN-2025-0294,GRT-2024-001,PRJ-2024-002,ACT-0042,LOC-KIL-004,FP-2025-04,STF-015,Post Harvest Handling,Vocational,Cooperative Members,2025-04-24,2025-04-25,2,100,75,40,35,37,0,3395000.0,TZS,45266.67,42.5,63.1,20.6,75,Community Centre,
TRN-2025-0295,GRT-2024-001,PRJ-2024-007,ACT-0074,LOC-ARU-002,FP-2025-10,STF-011,Market Information Systems,Financial Management,Smallholder Farmers,2025-10-17,2025-10-21,5,50,45,27,18,22,1,9698000.0,TZS,215511.11,54.0,88.9,34.9,45,School Hall,Training delivered by government partner
TRN-2025-0296,GRT-2022-003,PRJ-2023-003,ACT-0014,LOC-KIL-003,FP-2025-04,STF-020,WASH Behaviour Change,Technical,Health Facility Staff,2025-04-15,2025-04-18,4,20,18,12,6,10,1,1623000.0,TZS,90166.67,54.4,82.2,27.8,18,CDFT Training Centre,Training delivered by government partner
TRN-2025-0297,GRT-2024-001,PRJ-2024-002,ACT-0042,LOC-KIL-004,FP-2025-01,STF-036,Irrigation Management,Vocational,Agro Dealers,2025-01-21,2025-01-21,1,50,37,24,13,23,1,948000.0,TZS,25621.62,32.7,53.7,21.0,37,CDFT Training Centre,Training delivered by government partner
TRN-2025-0298,GRT-2023-003,PRJ-2023-013,ACT-0077,LOC-ARU-001,FP-2025-07,STF-011,First Aid and Emergency Response,Awareness,Community Health Workers,2025-07-13,2025-07-17,5,80,81,30,51,38,3,15097000.0,TZS,186382.72,37.1,53.0,15.9,0,Government Office Meeting Room,Training delivered by internal staff
TRN-2025-0299,GRT-2021-001,PRJ-2023-007,ACT-0028,LOC-ARU-001,FP-2025-01,STF-016,Leadership for Women,Technical,Youth Women,2025-01-03,2025-01-07,5,80,61,23,38,23,0,12316000.0,TZS,201901.64,47.6,66.0,18.4,61,Hotel Conference Room,Training delivered by government partner
TRN-2025-0300,GRT-2023-001,PRJ-2023-002,ACT-0009,LOC-KIL-002,FP-2025-05,STF-022,WASH Behaviour Change,Technical,Health Facility Staff,2025-05-02,2025-05-04,3,30,23,9,14,13,0,2361000.0,TZS,102652.17,53.7,75.5,,23,CDFT Training Centre,
TRN-2025-0301,GRT-2022-004,PRJ-2023-005,ACT-0018,LOC-KIL-001,FP-2025-11,STF-018,Child Centred Learning Methods,Leadership,Parent Teachers Association Members,2025-11-15,2025-11-16,2,25,24,14,10,11,1,1324000.0,TZS,55166.67,51.4,81.6,30.2,0,Hotel Conference Room,
TRN-2025-0302,GRT-2023-003,PRJ-2023-013,ACT-0079,LOC-ARU-001,FP-2025-10,STF-012,Malaria Prevention and Treatment,Leadership,Village Health Workers,2025-10-18,2025-10-19,2,100,85,29,56,48,2,4785000.0,TZS,56294.12,40.1,73.8,33.7,0,Community Centre,Training delivered by government partner
TRN-2025-0303,GRT-2023-001,PRJ-2023-001,ACT-0002,LOC-KIL-001,FP-2025-11,STF-040,HIV AIDS Awareness,Financial Management,Community Members,2025-11-10,2025-11-12,3,40,32,21,11,16,1,1915000.0,TZS,59843.75,36.3,53.5,17.2,0,Government Office Meeting Room,Training delivered by internal staff
TRN-2025-0304,GRT-2022-004,PRJ-2023-005,ACT-0020,LOC-KIL-001,FP-2025-01,STF-037,Teacher Pedagogy Training,Awareness,School Administrators,2025-01-18,2025-01-18,1,40,30,20,10,10,0,1115000.0,TZS,37166.67,40.2,57.1,16.9,30,School Hall,Training delivered by internal staff
TRN-2025-0305,GRT-2024-002,PRJ-2024-004,ACT-0051,LOC-MAN-004,FP-2025-05,STF-028,Case Management Procedures,Technical,Religious Leaders,2025-05-01,2025-05-01,1,50,41,23,18,26,2,1371000.0,TZS,33439.02,43.9,80.6,36.7,0,District Council Hall,Training delivered by government partner
TRN-2025-0306,GRT-2023-003,PRJ-2023-013,ACT-0081,LOC-ARU-001,FP-2025-03,STF-040,HIV AIDS Awareness,Financial Management,Village Health Workers,2025-03-06,2025-03-10,5,50,49,31,18,26,1,7331000.0,TZS,149612.24,45.4,80.5,35.1,49,School Hall,Training delivered by government partner
TRN-2025-0307,GRT-2023-004,PRJ-2023-009,ACT-0037,LOC-MAN-003,FP-2025-04,STF-012,Conservation Agriculture,Vocational,Community Leaders,2025-04-04,2025-04-05,2,80,62,22,40,24,0,4852000.0,TZS,78258.06,31.5,47.1,15.6,62,Community Centre,
TRN-2025-0308,GRT-2023-002,PRJ-2023-004,ACT-0017,LOC-ARU-002,FP-2025-10,STF-006,Inclusive Education,Financial Management,Teachers,2025-10-16,2025-10-18,3,20,17,11,6,8,1,1874000.0,TZS,110235.29,43.3,74.1,30.8,0,CDFT Training Centre,
TRN-2025-0309,GRT-2023-003,PRJ-2023-013,ACT-0081,LOC-ARU-001,FP-2025-07,STF-021,HIV AIDS Awareness,Financial Management,Village Health Workers,2025-07-19,2025-07-22,4,30,23,14,9,12,0,3371000.0,TZS,146565.22,53.5,73.7,20.2,23,District Council Hall,Training delivered by government partner
TRN-2025-0310,GRT-2024-001,PRJ-2024-001,ACT-0038,LOC-MAN-001,FP-2025-09,STF-017,Improved Farming Techniques,Awareness,Agro Dealers,2025-09-24,2025-09-27,4,20,18,10,8,10,1,1409000.0,TZS,78277.78,37.8,74.3,36.5,18,Community Centre,Training delivered by government partner
TRN-2025-0311,GRT-2021-001,PRJ-2023-007,ACT-0027,LOC-ARU-001,FP-2025-02,STF-015,Leadership for Women,Technical,Female Entrepreneurs,2025-02-08,2025-02-08,1,20,18,12,6,10,1,534000.0,TZS,29666.67,32.4,67.0,,18,Hotel Conference Room,Training delivered by government partner
TRN-2025-0312,GRT-2024-002,PRJ-2024-003,ACT-0048,LOC-ARU-003,FP-2025-07,STF-034,Community Based Child Protection,Leadership,Community Child Protection Committee Members,2025-07-25,2025-07-29,5,30,27,11,16,10,1,5892000.0,TZS,218222.22,36.7,70.4,33.7,27,Community Centre,Training delivered by external facilitator
TRN-2025-0313,GRT-2023-003,PRJ-2023-013,ACT-0080,LOC-ARU-001,FP-2025-05,STF-026,WASH Behaviour Change,Vocational,Health Facility Staff,2025-05-03,2025-05-05,3,25,21,10,11,6,0,1907000.0,TZS,90809.52,42.2,76.2,34.0,21,Government Office Meeting Room,Training delivered by external facilitator
TRN-2025-0314,GRT-2023-004,PRJ-2023-009,ACT-0037,LOC-MAN-003,FP-2025-02,STF-040,Conservation Agriculture,Technical,Community Leaders,2025-02-03,2025-02-07,5,25,20,13,7,11,1,3533000.0,TZS,176650.0,36.1,67.1,31.0,20,Hotel Conference Room,Training delivered by external facilitator
TRN-2025-0315,GRT-2023-004,PRJ-2023-008,ACT-0033,LOC-MAN-002,FP-2025-10,STF-023,Climate Smart Agriculture Practices,Leadership,Smallholder Farmers,2025-10-20,2025-10-20,1,80,80,46,34,44,4,3506000.0,TZS,43825.0,39.3,74.4,35.1,0,Hotel Conference Room,Training delivered by external facilitator
TRN-2025-0316,GRT-2023-003,PRJ-2023-006,ACT-0023,LOC-KIL-001,FP-2025-02,STF-019,Financial Literacy and Savings,Leadership,Female Entrepreneurs,2025-02-11,2025-02-12,2,60,57,32,25,36,1,3040000.0,TZS,53333.33,30.8,60.5,,57,Government Office Meeting Room,Training delivered by government partner
TRN-2025-0317,GRT-2023-005,PRJ-2023-010,ACT-0056,LOC-KIL-001,FP-2025-09,STF-028,First Aid and Emergency Response,Awareness,Health Facility Staff,2025-09-22,2025-09-24,3,25,20,7,13,8,0,1518000.0,TZS,75900.0,30.2,64.0,33.8,20,Community Centre,Training delivered by internal staff
TRN-2025-0318,GRT-2024-001,PRJ-2024-007,ACT-0074,LOC-ARU-002,FP-2025-11,STF-033,Cooperative Management,Vocational,Extension Officers,2025-11-01,2025-11-05,5,20,18,8,10,6,1,3960000.0,TZS,220000.0,36.1,56.0,19.9,18,Government Office Meeting Room,Training delivered by external facilitator
TRN-2025-0319,GRT-2024-004,PRJ-2024-006,ACT-0068,LOC-MAN-002,FP-2025-04,STF-025,Climate Smart Agriculture Practices,Leadership,Youth Farmers,2025-04-11,2025-04-14,4,50,38,21,17,18,0,4002000.0,TZS,105315.79,35.4,50.9,15.5,0,CDFT Training Centre,
TRN-2025-0320,GRT-2024-002,PRJ-2024-003,ACT-0048,LOC-ARU-003,FP-2025-08,STF-008,Community Based Child Protection,Awareness,Community Child Protection Committee Members,2025-08-16,2025-08-19,4,60,60,37,23,21,1,8295000.0,TZS,138250.0,38.2,72.3,34.1,0,Hotel Conference Room,Training delivered by external facilitator
TRN-2025-0321,GRT-2023-001,PRJ-2023-001,ACT-0003,LOC-KIL-001,FP-2025-04,STF-027,First Aid and Emergency Response,Financial Management,Health Facility Staff,2025-04-16,2025-04-19,4,100,83,46,37,47,2,10067000.0,TZS,121289.16,32.6,52.1,19.5,83,District Council Hall,
TRN-2025-0322,GRT-2023-004,PRJ-2023-009,ACT-0036,LOC-MAN-003,FP-2025-01,STF-015,Disaster Risk Reduction,Awareness,Youth Farmers,2025-01-04,2025-01-04,1,80,75,38,37,25,2,2085000.0,TZS,27800.0,39.6,72.7,33.1,75,Government Office Meeting Room,Training delivered by government partner
TRN-2025-0323,GRT-2021-001,PRJ-2023-007,ACT-0026,LOC-ARU-001,FP-2025-04,STF-005,Business Skills Development,Technical,VSLA Members,2025-04-15,2025-04-18,4,20,16,9,7,9,0,1189000.0,TZS,74312.5,,75.2,34.0,0,Hotel Conference Room,
TRN-2025-0324,GRT-2023-005,PRJ-2023-010,ACT-0055,LOC-KIL-001,FP-2025-07,STF-038,HIV AIDS Awareness,Awareness,Community Members,2025-07-10,2025-07-13,4,50,50,31,19,30,2,8804000.0,TZS,176080.0,,75.1,35.2,50,District Council Hall,Training delivered by government partner
TRN-2025-0325,GRT-2023-003,PRJ-2023-006,ACT-0021,LOC-KIL-001,FP-2025-08,STF-013,Gender and Rights Awareness,Vocational,Youth Women,2025-08-07,2025-08-11,5,60,59,24,35,33,1,6597000.0,TZS,111813.56,34.8,50.5,15.7,0,CDFT Training Centre,Training delivered by external facilitator
TRN-2025-0326,GRT-2024-002,PRJ-2024-003,ACT-0048,LOC-ARU-003,FP-2025-02,STF-024,Child Safeguarding and Protection,Leadership,Community Child Protection Committee Members,2025-02-01,2025-02-05,5,50,50,28,22,21,1,5913000.0,TZS,118260.0,37.2,75.9,38.7,0,Hotel Conference Room,
TRN-2025-0327,GRT-2024-002,PRJ-2024-003,ACT-0047,LOC-ARU-003,FP-2025-08,STF-036,Community Based Child Protection,Technical,Community Leaders,2025-08-22,2025-08-22,1,60,49,31,18,26,0,1979000.0,TZS,40387.76,,65.8,26.4,0,School Hall,Training delivered by internal staff
TRN-2025-0328,GRT-2023-003,PRJ-2023-006,ACT-0022,LOC-KIL-001,FP-2025-03,STF-028,Financial Literacy and Savings,Vocational,VSLA Members,2025-03-12,2025-03-12,1,50,52,26,26,30,2,1772000.0,TZS,34076.92,33.3,73.1,,52,Hotel Conference Room,Training delivered by government partner
TRN-2025-0329,GRT-2023-005,PRJ-2023-010,ACT-0055,LOC-KIL-001,FP-2025-09,STF-030,HIV AIDS Awareness,Vocational,Health Facility Staff,2025-09-23,2025-09-23,1,25,20,9,11,8,0,691000.0,TZS,34550.0,48.4,76.2,27.8,20,Community Centre,Training delivered by government partner
TRN-2025-0330,GRT-2024-001,PRJ-2024-001,ACT-0038,LOC-MAN-001,FP-2025-04,STF-023,Improved Farming Techniques,Financial Management,Cooperative Members,2025-04-14,2025-04-17,4,80,79,26,53,25,3,9912000.0,TZS,125468.35,41.7,71.4,29.7,79,District Council Hall,Training delivered by internal staff
TRN-2025-0331,GRT-2023-001,PRJ-2023-011,ACT-0063,LOC-MAN-001,FP-2025-03,STF-005,Nutrition Counselling,Vocational,Health Facility Staff,2025-03-03,2025-03-07,5,20,17,10,7,9,0,3467000.0,TZS,203941.18,49.4,88.5,39.1,0,School Hall,
TRN-2025-0332,GRT-2023-004,PRJ-2023-009,ACT-0037,LOC-MAN-003,FP-2025-07,STF-032,Disaster Risk Reduction,Technical,Youth Farmers,2025-07-13,2025-07-13,1,20,16,6,10,4,0,318000.0,TZS,19875.0,52.2,88.4,36.2,16,Government Office Meeting Room,
TRN-2025-0333,GRT-2024-002,PRJ-2024-003,ACT-0046,LOC-ARU-003,FP-2025-10,STF-022,Psychosocial Support Basics,Financial Management,Community Child Protection Committee Members,2025-10-22,2025-10-22,1,25,21,9,12,11,1,780000.0,TZS,37142.86,52.0,79.1,27.1,21,Government Office Meeting Room,
TRN-2025-0334,GRT-2024-001,PRJ-2024-007,ACT-0075,LOC-ARU-002,FP-2025-03,STF-021,Post Harvest Handling,Technical,Smallholder Farmers,2025-03-20,2025-03-22,3,30,29,19,10,15,1,3465000.0,TZS,119482.76,31.9,64.6,32.7,0,Government Office Meeting Room,Training delivered by government partner
TRN-2025-0335,GRT-2021-001,PRJ-2023-007,ACT-0030,LOC-ARU-001,FP-2025-02,STF-037,Leadership for Women,Leadership,VSLA Members,2025-02-09,2025-02-09,1,80,78,28,50,28,1,1736000.0,TZS,22256.41,,82.7,34.5,78,CDFT Training Centre,
TRN-2025-0336,GRT-2024-001,PRJ-2024-001,ACT-0040,LOC-MAN-001,FP-2025-02,STF-011,Cooperative Management,Vocational,Agro Dealers,2025-02-20,2025-02-20,1,30,28,10,18,14,0,1087000.0,TZS,38821.43,43.2,80.8,37.6,0,District Council Hall,Training delivered by external facilitator
TRN-2025-0337,GRT-2023-001,PRJ-2023-001,ACT-0004,LOC-KIL-001,FP-2025-09,STF-011,Malaria Prevention and Treatment,Technical,Village Health Workers,2025-09-08,2025-09-09,2,100,76,26,50,33,3,6063000.0,TZS,79776.32,36.8,60.2,23.4,0,School Hall,Training delivered by government partner
TRN-2025-0338,GRT-2024-004,PRJ-2024-006,ACT-0068,LOC-MAN-002,FP-2025-01,STF-021,Disaster Risk Reduction,Leadership,Community Leaders,2025-01-20,2025-01-24,5,40,35,23,12,21,1,5018000.0,TZS,143371.43,39.8,68.9,29.1,35,Hotel Conference Room,
TRN-2025-0339,GRT-2023-001,PRJ-2023-011,ACT-0061,LOC-MAN-001,FP-2025-11,STF-027,Nutrition Counselling,Awareness,Village Health Workers,2025-11-05,2025-11-08,4,30,26,9,17,12,0,4556000.0,TZS,175230.77,41.1,71.5,,26,Government Office Meeting Room,
TRN-2025-0340,GRT-2024-001,PRJ-2024-002,ACT-0043,LOC-KIL-004,FP-2025-10,STF-021,Post Harvest Handling,Financial Management,Smallholder Farmers,2025-10-02,2025-10-02,1,40,34,21,13,11,1,813000.0,TZS,23911.76,44.9,71.1,26.2,34,District Council Hall,Training delivered by government partner
TRN-2025-0341,GRT-2023-002,PRJ-2023-012,ACT-0073,LOC-ARU-001,FP-2025-08,STF-028,Teacher Pedagogy Training,Awareness,School Administrators,2025-08-16,2025-08-20,5,40,31,18,13,15,1,3435000.0,TZS,110806.45,45.1,74.9,29.8,31,Government Office Meeting Room,Training delivered by external facilitator
TRN-2025-0342,GRT-2023-003,PRJ-2023-013,ACT-0079,LOC-ARU-001,FP-2025-04,STF-031,WASH Behaviour Change,Financial Management,Village Health Workers,2025-04-18,2025-04-22,5,100,94,53,41,46,2,12835000.0,TZS,136542.55,42.8,69.6,26.8,94,School Hall,Training delivered by government partner
TRN-2025-0343,GRT-2023-002,PRJ-2023-012,ACT-0072,LOC-ARU-001,FP-2025-07,STF-040,Child Centred Learning Methods,Vocational,Parent Teachers Association Members,2025-07-03,2025-07-03,1,50,42,17,25,14,1,1294000.0,TZS,30809.52,46.3,83.0,36.7,42,CDFT Training Centre,Training delivered by government partner
TRN-2025-0344,GRT-2021-001,PRJ-2023-007,ACT-0029,LOC-ARU-001,FP-2025-05,STF-040,Business Skills Development,Leadership,Women Group Members,2025-05-01,2025-05-05,5,40,32,20,12,16,0,6789000.0,TZS,212156.25,40.1,74.1,34.0,32,Hotel Conference Room,
TRN-2025-0345,GRT-2022-004,PRJ-2023-005,ACT-0019,LOC-KIL-001,FP-2025-03,STF-024,Inclusive Education,Financial Management,School Administrators,2025-03-08,2025-03-12,5,30,24,10,14,12,1,2362000.0,TZS,98416.67,31.2,57.2,,24,School Hall,Training delivered by government partner
TRN-2025-0346,GRT-2023-003,PRJ-2023-006,ACT-0023,LOC-KIL-001,FP-2025-01,STF-032,Financial Literacy and Savings,Technical,Youth Women,2025-01-04,2025-01-06,3,25,19,12,7,10,0,1249000.0,TZS,65736.84,49.2,78.1,28.9,19,District Council Hall,
TRN-2025-0347,GRT-2024-001,PRJ-2024-001,ACT-0040,LOC-MAN-001,FP-2025-10,STF-029,Cooperative Management,Awareness,Extension Officers,2025-10-07,2025-10-07,1,60,62,40,22,36,1,2281000.0,TZS,36790.32,35.1,60.2,25.1,62,Government Office Meeting Room,Training delivered by external facilitator
TRN-2025-0348,GRT-2024-002,PRJ-2024-004,ACT-0053,LOC-MAN-004,FP-2025-02,STF-010,Child Safeguarding and Protection,Financial Management,Community Child Protection Committee Members,2025-02-17,2025-02-20,4,25,25,17,8,14,0,3911000.0,TZS,156440.0,37.9,77.8,39.9,25,District Council Hall,Training delivered by internal staff
TRN-2025-0349,GRT-2023-001,PRJ-2023-001,ACT-0003,LOC-KIL-001,FP-2025-05,STF-032,WASH Behaviour Change,Vocational,Health Facility Staff,2025-05-05,2025-05-05,1,100,97,53,44,36,0,3110000.0,TZS,32061.86,43.6,81.7,38.1,97,Community Centre,Training delivered by external facilitator
TRN-2025-0350,GRT-2023-004,PRJ-2023-008,ACT-0032,LOC-MAN-002,FP-2025-11,STF-040,Disaster Risk Reduction,Leadership,Community Leaders,2025-11-22,2025-11-23,2,30,24,16,8,8,1,987000.0,TZS,41125.0,38.7,74.8,36.1,24,CDFT Training Centre,Training delivered by external facilitator
TRN-2025-0351,GRT-2024-001,PRJ-2024-007,ACT-0076,LOC-ARU-002,FP-2025-07,STF-032,Post Harvest Handling,Awareness,Agro Dealers,2025-07-19,2025-07-19,1,25,24,12,12,14,0,916000.0,TZS,38166.67,31.0,55.4,24.4,24,School Hall,Training delivered by external facilitator
TRN-2025-0352,GRT-2023-004,PRJ-2023-008,ACT-0034,LOC-MAN-002,FP-2025-08,STF-019,Conservation Agriculture,Technical,Extension Officers,2025-08-03,2025-08-04,2,60,51,16,35,25,0,3955000.0,TZS,77549.02,37.0,,26.3,51,Community Centre,Training delivered by government partner
TRN-2025-0353,GRT-2024-003,PRJ-2024-005,ACT-0059,LOC-ARU-004,FP-2025-09,STF-036,First Aid and Emergency Response,Financial Management,Community Health Workers,2025-09-02,2025-09-02,1,30,26,12,14,12,0,595000.0,TZS,22884.62,33.2,,24.7,26,School Hall,Training delivered by internal staff
TRN-2025-0354,GRT-2023-004,PRJ-2023-009,ACT-0035,LOC-MAN-003,FP-2025-08,STF-032,Conservation Agriculture,Financial Management,Youth Farmers,2025-08-03,2025-08-06,4,60,51,17,34,27,2,6486000.0,TZS,127176.47,35.0,73.5,38.5,51,School Hall,Training delivered by government partner
