expenditure_id,grant_id,project_id,activity_id,budget_line_id,account_id,cost_centre_id,location_id,period_id,transaction_date,transaction_type,vendor_id,staff_id,procurement_id,description,amount_original,original_currency,exchange_rate,amount_usd,amount_grant_currency,authorised_by,posted_by,posted_date,document_reference,payment_method,payment_reference,is_reversal,reversal_reference,notes
EXP-2025-05787,GRT-2023-001,PRJ-2023-002,ACT-0007,BDL-0012,ACC-5402,CC-PRG-HLT,LOC-KIL-002,FP-2025-09,2025-09-01,Utilities,,,,Utilities - PRJ-2023-002 - Sep 2025,320000.0,TZS,2532.05,126.38,126.38,STF-009,STF-003,2025-09-04,INV-5159-2025-5787,Bank Transfer,TRF-20250901-5787,False,,
EXP-2025-05788,GRT-2023-001,PRJ-2023-011,ACT-0063,BDL-0007,ACC-5402,CC-PRG-HLT,LOC-MAN-001,FP-2025-09,2025-09-04,Utilities,,,,Utilities - PRJ-2023-011 - Sep 2025,431000.0,TZS,2522.09,170.89,170.89,STF-007,STF-002,2025-09-08,INV-9813-2025-5788,Cash,CHQ-46981,False,,
EXP-2025-05789,GRT-2024-001,PRJ-2024-001,ACT-0041,BDL-0093,ACC-5201,CC-PRG-AGR,LOC-MAN-001,FP-2025-09,2025-09-29,Training Venue,VND-0027,,,Training Venue - PRJ-2024-001 - Sep 2025,1234000.0,TZS,2496.65,494.26,494.26,STF-003,STF-005,2025-10-03,INV-2278-2025-5789,Bank Transfer,TRF-20250929-5789,False,,
EXP-2025-05790,GRT-2024-001,PRJ-2024-001,ACT-0039,BDL-0098,ACC-5303,CC-PRG-AGR,LOC-MAN-001,FP-2025-09,2025-09-15,ICT Equipment,VND-0126,,,ICT Equipment - PRJ-2024-001 - Sep 2025,1354000.0,TZS,2513.76,538.64,538.64,STF-001,STF-004,2025-09-20,,Mobile Money,CHQ-44321,False,,
EXP-2025-05791,GRT-2023-002,PRJ-2023-012,ACT-0071,BDL-0031,ACC-5404,CC-PRG-EDU,LOC-ARU-001,FP-2025-09,2025-09-15,M&E Activities,,,,M&E Activities - PRJ-2023-012 - Sep 2025,337000.0,TZS,2468.87,136.5,136.5,STF-004,STF-004,2025-09-20,INV-1547-2025-5791,Bank Transfer,TRF-20250915-5791,False,,
EXP-2025-05792,GRT-2023-003,PRJ-2023-006,ACT-0024,BDL-0062,ACC-5302,CC-PRG-WEE,LOC-KIL-001,FP-2025-09,2025-09-16,Agricultural Inputs,,,,Agricultural Inputs - PRJ-2023-006 - Sep 2025,696000.0,TZS,2451.79,283.87,283.87,STF-005,STF-003,2025-09-21,INV-9313-2025-5792,Mobile Money,CHQ-32737,False,,
EXP-2025-05793,GRT-2023-002,PRJ-2023-004,ACT-0017,BDL-0036,ACC-5301,CC-PRG-EDU,LOC-ARU-002,FP-2025-09,2025-09-24,Medical Supplies,VND-0137,,,Medical Supplies - PRJ-2023-004 - Sep 2025,2780000.0,TZS,2542.59,1093.37,1093.37,STF-003,STF-006,2025-09-29,INV-7891-2025-5793,Cheque,CHQ-45886,False,,
EXP-2025-05794,GRT-2024-001,PRJ-2024-001,ACT-0041,BDL-0095,ACC-5202,CC-PRG-AGR,LOC-MAN-001,FP-2025-09,2025-09-26,Training Materials,,,,Training Materials - PRJ-2024-001 - Sep 2025,295000.0,TZS,2483.62,118.78,118.78,STF-008,STF-006,2025-09-27,INV-4772-2025-5794,Mobile Money,CHQ-73309,False,,
EXP-2025-05795,GRT-2024-001,PRJ-2024-001,ACT-0038,BDL-0099,ACC-5301,CC-PRG-AGR,LOC-MAN-001,FP-2025-09,2025-09-01,Medical Supplies,VND-0116,,,Medical Supplies - PRJ-2024-001 - Sep 2025,829000.0,TZS,2506.55,330.73,330.73,STF-010,STF-002,2025-09-03,INV-1220-2025-5795,Cheque,CHQ-52481,False,,
EXP-2025-05796,GRT-2024-001,PRJ-2024-001,ACT-0040,BDL-0093,ACC-5201,CC-PRG-AGR,LOC-MAN-001,FP-2025-09,2025-09-11,Training Venue,VND-0105,,PRC-2025-1498,Training Venue - PRJ-2024-001 - Sep 2025,1986000.0,TZS,2509.97,791.24,791.24,STF-004,STF-004,2025-09-16,INV-4155-2025-5796,Mobile Money,CHQ-21370,False,,
EXP-2025-05797,GRT-2022-003,PRJ-2023-003,ACT-0014,BDL-0059,ACC-5403,CC-PRG-HLT,LOC-KIL-003,FP-2025-09,2025-09-12,Communication,,,,Communication - PRJ-2023-003 - Sep 2025,156000.0,TZS,2513.56,62.06,62.06,STF-003,STF-005,2025-09-14,INV-6487-2025-5797,Mobile Money,CHQ-52015,False,,
EXP-2025-05798,GRT-2021-001,PRJ-2023-007,ACT-0028,BDL-0198,ACC-5003,CC-PRG-WEE,LOC-ARU-001,FP-2025-09,2025-09-10,Consultancy Fee,VND-0006,,PRC-2025-1914,Consultancy Fee - PRJ-2023-007 - Sep 2025,1742000.0,TZS,2555.51,681.66,681.66,STF-002,STF-003,2025-09-15,INV-9340-2025-5798,Bank Transfer,TRF-20250910-5798,False,,
EXP-2025-05799,GRT-2024-003,PRJ-2024-005,ACT-0058,BDL-0179,ACC-5202,CC-PRG-HLT,LOC-ARU-004,FP-2025-09,2025-09-14,Training Materials,,,,Training Materials - PRJ-2024-005 - Sep 2025,144000.0,TZS,2522.0,57.1,57.1,STF-010,STF-004,2025-09-19,INV-8567-2025-5799,Bank Transfer,TRF-20250914-5799,False,,
EXP-2025-05800,GRT-2023-001,PRJ-2023-002,ACT-0006,BDL-0013,ACC-5001,CC-PRG-HLT,LOC-KIL-002,FP-2025-09,2025-09-16,Salary Payment,,STF-053,,,1249000.0,TZS,2505.08,498.59,498.59,STF-003,STF-003,2025-09-19,INV-3948-2025-5800,Cash,CHQ-57926,False,,
EXP-2025-05801,GRT-2023-003,PRJ-2023-013,ACT-0080,BDL-0066,ACC-5403,CC-PRG-HLT,LOC-ARU-001,FP-2025-09,2025-09-19,Communication,,,,Communication - PRJ-2023-013 - Sep 2025,99000.0,TZS,2526.98,39.18,39.18,STF-006,STF-004,2025-09-21,INV-5461-2025-5801,Bank Transfer,TRF-20250919-5801,False,,
EXP-2025-05802,GRT-2024-001,PRJ-2024-001,ACT-0038,BDL-0083,ACC-5001,CC-PRG-AGR,LOC-MAN-001,FP-2025-09,2025-09-20,Salary Payment,,STF-104,,Salary Payment - PRJ-2024-001 - Sep 2025,2617000.0,TZS,2550.62,1026.03,1026.03,STF-009,STF-003,2025-09-22,INV-3065-2025-5802,Mobile Money,,False,,
EXP-2025-05803,GRT-2024-001,PRJ-2024-007,ACT-0075,BDL-0090,ACC-5201,CC-PRG-AGR,LOC-ARU-002,FP-2025-09,2025-09-20,Training Venue,VND-0105,,,,1611000.0,TZS,2457.68,655.5,655.5,STF-001,STF-002,2025-09-23,INV-7850-2025-5803,Bank Transfer,TRF-20250920-5803,False,,
EXP-2025-05804,GRT-2024-001,PRJ-2024-001,ACT-0041,BDL-0094,ACC-5403,CC-PRG-AGR,LOC-MAN-001,FP-2025-09,2025-09-22,Communication,,,,,83000.0,TZS,2519.45,32.94,32.94,STF-003,STF-002,2025-09-25,INV-4484-2025-5804,Bank Transfer,TRF-20250922-5804,False,,
EXP-2025-05805,GRT-2022-004,PRJ-2023-005,ACT-0020,BDL-0130,ACC-5201,CC-PRG-EDU,LOC-KIL-001,FP-2025-09,2025-09-03,Training Venue,VND-0073,,,,1512000.0,TZS,2499.99,604.8,604.8,STF-002,STF-006,2025-09-04,INV-5983-2025-5805,Bank Transfer,TRF-20250903-5805,False,,
EXP-2025-05806,GRT-2023-002,PRJ-2023-012,ACT-0073,BDL-0033,ACC-5402,CC-PRG-EDU,LOC-ARU-001,FP-2025-09,2025-09-02,Utilities,,,,Utilities - PRJ-2023-012 - Sep 2025,276000.0,TZS,2526.04,109.26,109.26,STF-009,STF-004,2025-09-04,INV-2941-2025-5806,Cash,CHQ-83293,False,,
EXP-2025-05807,GRT-2023-004,PRJ-2023-008,ACT-0034,BDL-0103,ACC-5001,CC-PRG-CLR,LOC-MAN-002,FP-2025-09,2025-09-26,Salary Payment,,STF-017,,Salary Payment - PRJ-2023-008 - Sep 2025,1299000.0,TZS,2520.74,515.32,515.32,STF-003,STF-002,2025-09-30,INV-4234-2025-5807,Mobile Money,CHQ-58108,False,,
EXP-2025-05808,GRT-2024-004,PRJ-2024-006,ACT-0066,BDL-0225,ACC-5001,CC-PRG-CLR,LOC-MAN-002,FP-2025-09,2025-09-22,Salary Payment,,STF-032,,Salary Payment - PRJ-2024-006 - Sep 2025,2553000.0,TZS,2536.4,1006.54,1006.54,STF-008,STF-003,2025-09-24,INV-2660-2025-5808,Bank Transfer,TRF-20250922-5808,False,,
EXP-2025-05809,GRT-2024-001,PRJ-2024-002,ACT-0043,BDL-0084,ACC-5303,CC-PRG-AGR,LOC-KIL-004,FP-2025-09,2025-09-15,ICT Equipment,VND-0114,,,ICT Equipment - PRJ-2024-002 - Sep 2025,873000.0,TZS,2557.55,341.34,341.34,STF-010,STF-003,2025-09-17,INV-1640-2025-5809,Bank Transfer,TRF-20250915-5809,False,,
EXP-2025-05810,GRT-2023-001,PRJ-2023-011,ACT-0061,BDL-0010,ACC-5003,CC-PRG-HLT,LOC-MAN-001,FP-2025-09,2025-09-07,Consultancy Fee,VND-0075,,PRC-2025-2282,Consultancy Fee - PRJ-2023-011 - Sep 2025,2436000.0,TZS,2531.58,962.24,962.24,STF-002,STF-003,2025-09-11,INV-3056-2025-5810,Cash,CHQ-19290,False,,
EXP-2025-05811,GRT-2023-003,PRJ-2023-006,ACT-0025,BDL-0067,ACC-5405,CC-PRG-WEE,LOC-KIL-001,FP-2025-09,2025-09-12,Community Outreach,,,,Community Outreach - PRJ-2023-006 - Sep 2025,779000.0,TZS,2553.06,305.12,305.12,STF-007,STF-005,2025-09-17,,Bank Transfer,TRF-20250912-5811,False,,
EXP-2025-05812,GRT-2023-004,PRJ-2023-009,ACT-0036,BDL-0116,ACC-5103,CC-PRG-CLR,LOC-MAN-003,FP-2025-09,2025-09-01,Vehicle Fuel,,,,Vehicle Fuel - PRJ-2023-009 - Sep 2025,325000.0,TZS,2502.28,129.88,129.88,STF-009,STF-003,2025-09-06,INV-3692-2025-5812,Bank Transfer,TRF-20250901-5812,False,,
EXP-2025-05813,GRT-2023-004,PRJ-2023-009,ACT-0037,BDL-0116,ACC-5001,CC-PRG-CLR,LOC-MAN-003,FP-2025-09,2025-09-05,Salary Payment,,STF-068,,Salary Payment - PRJ-2023-009 - Sep 2025,1355000.0,TZS,2518.89,537.94,537.94,STF-005,STF-005,2025-09-07,INV-4243-2025-5813,Cheque,CHQ-44711,False,,
EXP-2025-05814,GRT-2021-001,PRJ-2023-007,ACT-0029,BDL-0203,ACC-5303,CC-PRG-WEE,LOC-ARU-001,FP-2025-09,2025-09-30,ICT Equipment,VND-0082,,,ICT Equipment - PRJ-2023-007 - Sep 2025,2750000.0,TZS,2513.78,1093.97,1093.97,STF-003,STF-005,2025-10-05,INV-7574-2025-5814,Bank Transfer,TRF-20250930-5814,False,,
EXP-2025-05815,GRT-2023-003,PRJ-2023-006,ACT-0022,BDL-0080,ACC-5401,CC-PRG-WEE,LOC-KIL-001,FP-2025-09,2025-09-19,Office Rent,VND-0138,,,Office Rent - PRJ-2023-006 - Sep 2025,2239000.0,TZS,2455.56,911.81,911.81,STF-010,STF-005,2025-09-22,INV-2435-2025-5815,Cash,CHQ-52819,False,,
EXP-2025-05816,GRT-2023-003,PRJ-2023-006,ACT-0025,BDL-0079,ACC-5203,CC-PRG-WEE,LOC-KIL-001,FP-2025-09,2025-09-10,Facilitator Fee,,STF-100,,Facilitator Fee - PRJ-2023-006 - Sep 2025,584000.0,TZS,2494.21,234.14,234.14,STF-002,STF-006,2025-09-12,INV-9264-2025-5816,Bank Transfer,TRF-20250910-5816,False,,
EXP-2025-05817,GRT-2023-002,PRJ-2023-012,ACT-0072,BDL-0033,ACC-5103,CC-PRG-EDU,LOC-ARU-001,FP-2025-09,2025-09-20,Vehicle Fuel,,,,Vehicle Fuel - PRJ-2023-012 - Sep 2025,299000.0,TZS,2478.43,120.64,120.64,STF-006,STF-003,2025-09-25,INV-4892-2025-5817,Cheque,CHQ-32691,False,,
EXP-2025-05818,GRT-2023-001,PRJ-2023-002,ACT-0008,BDL-0011,ACC-5101,CC-PRG-HLT,LOC-KIL-002,FP-2025-09,2025-09-04,Domestic Travel,,STF-088,,Domestic Travel - PRJ-2023-002 - Sep 2025,302000.0,TZS,2469.8,122.28,122.28,STF-007,STF-006,2025-09-07,INV-3264-2025-5818,Cheque,CHQ-13087,False,,
EXP-2025-05819,GRT-2024-002,PRJ-2024-003,ACT-0048,BDL-0173,ACC-5301,CC-PRG-CHP,LOC-ARU-003,FP-2025-09,2025-09-02,Medical Supplies,VND-0039,,PRC-2025-1586,Medical Supplies - PRJ-2024-003 - Sep 2025,1278000.0,TZS,2456.33,520.29,520.29,STF-003,STF-004,2025-09-05,INV-7826-2025-5819,Cash,CHQ-80129,False,,
EXP-2025-05820,GRT-2023-001,PRJ-2023-001,ACT-0002,BDL-0006,ACC-5305,CC-PRG-HLT,LOC-KIL-001,FP-2025-09,2025-09-14,Office Supplies,VND-0011,,,Office Supplies - PRJ-2023-001 - Sep 2025,134000.0,TZS,2521.75,53.14,53.14,STF-005,STF-006,2025-09-18,INV-8175-2025-5820,Cash,CHQ-99244,False,,
EXP-2025-05821,GRT-2023-001,PRJ-2023-011,ACT-0063,BDL-0002,ACC-5303,CC-PRG-HLT,LOC-MAN-001,FP-2025-09,2025-09-10,ICT Equipment,VND-0017,,,ICT Equipment - PRJ-2023-011 - Sep 2025,70110000.0,TZS,2535.8,27648.08,27648.08,STF-007,STF-002,2025-09-14,INV-3488-2025-5821,Bank Transfer,TRF-20250910-5821,False,,
EXP-2025-05822,GRT-2023-001,PRJ-2023-011,ACT-0062,BDL-0020,ACC-5201,CC-PRG-HLT,LOC-MAN-001,FP-2025-09,2025-09-20,Training Venue,VND-0092,,,Training Venue - PRJ-2023-011 - Sep 2025,2120000.0,TZS,2489.98,851.41,851.41,STF-005,STF-004,2025-09-25,INV-7836-2025-5822,Bank Transfer,TRF-20250920-5822,False,,
EXP-2025-05823,GRT-2023-001,PRJ-2023-001,ACT-0003,BDL-0012,ACC-5101,CC-PRG-HLT,LOC-KIL-001,FP-2025-09,2025-09-13,Domestic Travel,,STF-056,,Domestic Travel - PRJ-2023-001 - Sep 2025,384000.0,TZS,2451.9,156.61,156.61,STF-006,STF-002,2025-09-17,INV-4490-2025-5823,Bank Transfer,TRF-20250913-5823,False,,
EXP-2025-05824,GRT-2023-003,PRJ-2023-013,ACT-0077,BDL-0073,ACC-5305,CC-PRG-HLT,LOC-ARU-001,FP-2025-09,2025-09-27,Office Supplies,VND-0107,,,Office Supplies - PRJ-2023-013 - Sep 2025,68000.0,TZS,2478.69,27.43,27.43,STF-007,STF-003,2025-09-29,INV-3291-2025-5824,Bank Transfer,TRF-20250927-5824,False,,
EXP-2025-05825,GRT-2023-001,PRJ-2023-011,ACT-0064,BDL-0001,ACC-5002,CC-PRG-HLT,LOC-MAN-001,FP-2025-09,2025-09-16,Salary Payment,,STF-078,,Salary Payment - PRJ-2023-011 - Sep 2025,5837000.0,TZS,2510.17,2325.34,2325.34,STF-003,STF-002,2025-09-19,INV-1213-2025-5825,Mobile Money,,False,,
EXP-2025-05826,GRT-2022-004,PRJ-2023-005,ACT-0019,BDL-0126,ACC-5002,CC-PRG-EDU,LOC-KIL-001,FP-2025-09,2025-09-30,Salary Payment,,STF-002,,Salary Payment - PRJ-2023-005 - Sep 2025,5801000.0,TZS,2475.0,2343.84,2343.84,STF-010,STF-003,2025-10-01,INV-8220-2025-5826,Bank Transfer,TRF-20250930-5826,False,,
EXP-2025-05827,GRT-2024-001,PRJ-2024-002,ACT-0043,BDL-0098,ACC-5302,CC-PRG-AGR,LOC-KIL-004,FP-2025-09,2025-09-05,Agricultural Inputs,,,,Agricultural Inputs - PRJ-2024-002 - Sep 2025,1240000.0,TZS,2483.52,499.29,499.29,STF-008,STF-005,2025-09-09,INV-3074-2025-5827,Bank Transfer,TRF-20250905-5827,False,,
EXP-2025-05828,GRT-2021-001,PRJ-2023-007,ACT-0030,BDL-0208,ACC-5302,CC-PRG-WEE,LOC-ARU-001,FP-2025-09,2025-09-03,Agricultural Inputs,,,,Agricultural Inputs - PRJ-2023-007 - Sep 2025,839000.0,TZS,2550.41,328.97,328.97,STF-005,STF-004,2025-09-08,INV-4362-2025-5828,Bank Transfer,TRF-20250903-5828,False,,
EXP-2025-05829,GRT-2023-001,PRJ-2023-011,ACT-0063,BDL-0011,ACC-5301,CC-PRG-HLT,LOC-MAN-001,FP-2025-09,2025-09-27,Medical Supplies,VND-0081,,,Medical Supplies - PRJ-2023-011 - Sep 2025,2023000.0,TZS,2520.87,802.5,802.5,STF-007,STF-005,2025-09-29,INV-6071-2025-5829,Bank Transfer,TRF-20250927-5829,False,,
EXP-2025-05830,GRT-2024-001,PRJ-2024-007,ACT-0076,BDL-0092,ACC-5404,CC-PRG-AGR,LOC-ARU-002,FP-2025-09,2025-09-02,M&E Activities,,,,M&E Activities - PRJ-2024-007 - Sep 2025,702000.0,TZS,2534.35,276.99,276.99,STF-008,STF-005,2025-09-03,INV-9415-2025-5830,Bank Transfer,TRF-20250902-5830,False,,
EXP-2025-05831,GRT-2024-004,PRJ-2024-006,ACT-0067,BDL-0212,ACC-5401,CC-PRG-CLR,LOC-MAN-002,FP-2025-09,2025-09-23,Office Rent,VND-0089,,PRC-2025-1137,Office Rent - PRJ-2024-006 - Sep 2025,927000.0,TZS,2516.51,368.37,368.37,STF-006,STF-002,2025-09-27,INV-2069-2025-5831,Cash,CHQ-67392,False,,
EXP-2025-05832,GRT-2023-004,PRJ-2023-008,ACT-0031,BDL-0103,ACC-5403,CC-PRG-CLR,LOC-MAN-002,FP-2025-09,2025-09-07,Communication,,,,Communication - PRJ-2023-008 - Sep 2025,52000.0,TZS,2538.4,20.49,20.49,STF-003,STF-002,2025-09-10,INV-2146-2025-5832,Mobile Money,,False,,
EXP-2025-05833,GRT-2023-001,PRJ-2023-011,ACT-0062,BDL-0021,ACC-5401,CC-PRG-HLT,LOC-MAN-001,FP-2025-09,08-Sep-2025,Office Rent,VND-0008,,,Office Rent - PRJ-2023-011 - Sep 2025,2014000.0,TZS,2472.59,814.53,814.53,STF-001,STF-004,2025-09-10,INV-8790-2025-5833,Cash,CHQ-82656,False,,
EXP-2025-05834,GRT-2023-004,PRJ-2023-009,ACT-0037,BDL-0107,ACC-5101,CC-PRG-CLR,LOC-MAN-003,FP-2025-09,2025-09-03,Domestic Travel,,STF-043,,Domestic Travel - PRJ-2023-009 - Sep 2025,149000.0,TZS,2504.16,59.5,59.5,STF-007,STF-003,2025-09-07,INV-1088-2025-5834,Bank Transfer,TRF-20250903-5834,False,,
EXP-2025-05835,GRT-2023-004,PRJ-2023-008,ACT-0031,BDL-0102,ACC-5301,CC-PRG-CLR,LOC-MAN-002,FP-2025-09,2025-09-20,Medical Supplies,VND-0093,,PRC-2025-0862,Medical Supplies - PRJ-2023-008 - Sep 2025,2139000.0,TZS,2462.36,868.68,868.68,STF-005,STF-005,2025-09-22,INV-9927-2025-5835,Bank Transfer,TRF-20250920-5835,False,,
EXP-2025-05836,GRT-2024-003,PRJ-2024-005,ACT-0060,BDL-0187,ACC-5201,CC-PRG-HLT,LOC-ARU-004,FP-2025-09,2025-09-03,Training Venue,VND-0109,,,Training Venue - PRJ-2024-005 - Sep 2025,782000.0,TZS,2542.91,307.52,307.52,STF-008,STF-002,2025-09-05,INV-3582-2025-5836,Bank Transfer,TRF-20250903-5836,False,,
EXP-2025-05837,GRT-2023-004,PRJ-2023-009,ACT-0036,BDL-0117,ACC-5103,CC-PRG-CLR,LOC-MAN-003,FP-2025-09,2025-09-10,Vehicle Fuel,,,,Vehicle Fuel - PRJ-2023-009 - Sep 2025,754000.0,TZS,2451.47,307.57,307.57,STF-008,STF-002,2025-09-11,INV-3710-2025-5837,Cash,CHQ-77711,False,,
EXP-2025-05838,GRT-2024-001,PRJ-2024-001,ACT-0038,BDL-0084,ACC-5405,CC-PRG-AGR,LOC-MAN-001,FP-2025-09,2025-09-24,Community Outreach,,,,Community Outreach - PRJ-2024-001 - Sep 2025,690000.0,TZS,2488.59,277.27,277.27,STF-004,STF-006,2025-09-29,INV-2083-2025-5838,Bank Transfer,TRF-20250924-5838,False,,
EXP-2025-05839,GRT-2023-004,PRJ-2023-009,ACT-0035,BDL-0101,ACC-5402,CC-PRG-CLR,LOC-MAN-003,FP-2025-09,2025-09-11,Utilities,,,,Utilities - PRJ-2023-009 - Sep 2025,520000.0,TZS,2508.7,207.28,207.28,STF-008,STF-004,2025-09-16,INV-2075-2025-5839,Bank Transfer,TRF-20250911-5839,False,,
EXP-2025-05840,GRT-2021-001,PRJ-2023-007,ACT-0028,BDL-0192,ACC-5002,CC-PRG-WEE,LOC-ARU-001,FP-2025-09,2025-09-02,Salary Payment,,STF-022,,Salary Payment - PRJ-2023-007 - Sep 2025,5094000.0,TZS,2535.02,2009.45,2009.45,STF-004,STF-006,2025-09-04,INV-1773-2025-5840,Bank Transfer,TRF-20250902-5840,False,,
EXP-2025-05841,GRT-2023-002,PRJ-2023-012,ACT-0072,BDL-0024,ACC-5402,CC-PRG-EDU,LOC-ARU-001,FP-2025-09,2025-09-14,Utilities,,,,Utilities - PRJ-2023-012 - Sep 2025,432000.0,TZS,2557.45,168.92,168.92,STF-003,STF-005,2025-09-18,INV-1465-2025-5841,Mobile Money,CHQ-53115,False,,
EXP-2025-05842,GRT-2024-004,PRJ-2024-006,ACT-0066,BDL-0229,ACC-5401,CC-PRG-CLR,LOC-MAN-002,FP-2025-09,2025-09-21,Office Rent,VND-0150,,PRC-2025-2412,Office Rent - PRJ-2024-006 - Sep 2025,2253000.0,TZS,2461.54,915.28,915.28,STF-006,STF-005,2025-09-26,INV-8739-2025-5842,Bank Transfer,TRF-20250921-5842,False,,
EXP-2025-05843,GRT-2023-003,PRJ-2023-006,ACT-0025,BDL-0068,ACC-5103,CC-PRG-WEE,LOC-KIL-001,FP-2025-09,2025-09-12,Vehicle Fuel,,,,Vehicle Fuel - PRJ-2023-006 - Sep 2025,366000.0,TZS,2504.5,146.14,146.14,STF-002,STF-002,2025-09-14,INV-3586-2025-5843,Bank Transfer,TRF-20250912-5843,False,,
EXP-2025-05844,GRT-2024-002,PRJ-2024-003,ACT-0047,BDL-0158,ACC-5001,CC-PRG-CHP,LOC-ARU-003,FP-2025-09,2025-09-15,Salary Payment,,STF-034,,Salary Payment - PRJ-2024-003 - Sep 2025,1630000.0,TZS,2505.79,650.49,650.49,STF-010,STF-006,2025-09-16,INV-5577-2025-5844,Mobile Money,CHQ-78773,False,,
EXP-2025-05845,GRT-2024-001,PRJ-2024-001,ACT-0038,BDL-0084,ACC-5402,CC-PRG-AGR,LOC-MAN-001,FP-2025-09,2025-09-07,Utilities,,,,Utilities - PRJ-2024-001 - Sep 2025,567000.0,TZS,2541.04,223.14,223.14,STF-003,STF-006,2025-09-08,INV-3414-2025-5845,Bank Transfer,TRF-20250907-5845,False,,
EXP-2025-05846,GRT-2024-001,PRJ-2024-007,ACT-0076,BDL-0099,ACC-5201,CC-PRG-AGR,LOC-ARU-002,FP-2025-09,2025-09-24,Training Venue,VND-0062,,PRC-2025-1733,Training Venue - PRJ-2024-007 - Sep 2025,737000.0,TZS,2457.88,299.85,299.85,STF-003,STF-002,2025-09-25,,Bank Transfer,TRF-20250924-5846,False,,
EXP-2025-05847,GRT-2023-001,PRJ-2023-001,ACT-0004,BDL-0017,ACC-5404,CC-PRG-HLT,LOC-KIL-001,FP-2025-09,2025-09-16,M&E Activities,,,,M&E Activities - PRJ-2023-001 - Sep 2025,400000.0,TZS,2491.16,160.57,160.57,STF-006,STF-006,2025-09-21,INV-9496-2025-5847,Mobile Money,CHQ-68245,False,,
EXP-2025-05848,GRT-2022-003,PRJ-2023-003,ACT-0011,BDL-0053,ACC-5404,CC-PRG-HLT,LOC-KIL-003,FP-2025-09,2025-09-28,M&E Activities,VND-0084,,,M&E Activities - PRJ-2023-003 - Sep 2025,459000.0,TZS,2456.57,558.1,558.1,STF-006,STF-006,2025-09-29,INV-8700-2025-5848,Bank Transfer,TRF-20250928-5848,False,,Potential duplicate entry
EXP-2025-05849,GRT-2024-001,PRJ-2024-001,ACT-0040,BDL-0090,ACC-5002,CC-PRG-AGR,LOC-MAN-001,FP-2025-09,2025-09-18,Salary Payment,,STF-110,,Salary Payment - PRJ-2024-001 - Sep 2025,5346000.0,TZS,2501.96,2136.72,2136.72,STF-008,STF-003,2025-09-20,INV-6516-2025-5849,Bank Transfer,TRF-20250918-5849,False,,
EXP-2025-05850,GRT-2024-004,PRJ-2024-006,ACT-0065,BDL-0212,ACC-5103,CC-PRG-CLR,LOC-MAN-002,FP-2025-09,2025-09-23,Vehicle Fuel,,,,Vehicle Fuel - PRJ-2024-006 - Sep 2025,794000.0,TZS,2544.19,312.08,312.08,STF-007,STF-003,2025-09-27,INV-1256-2025-5850,Bank Transfer,TRF-20250923-5850,False,,
EXP-2025-05851,GRT-2021-001,PRJ-2023-007,ACT-0028,BDL-0204,ACC-5303,CC-PRG-WEE,LOC-ARU-001,FP-2025-09,2025-09-19,ICT Equipment,VND-0113,,PRC-2025-0347,ICT Equipment - PRJ-2023-007 - Sep 2025,4374000.0,TZS,2462.06,1776.56,1776.56,STF-002,STF-003,2025-09-24,INV-7107-2025-5851,Cheque,CHQ-23197,False,,
EXP-2025-05852,GRT-2023-004,PRJ-2023-009,ACT-0037,BDL-0111,ACC-5103,CC-PRG-CLR,LOC-MAN-003,FP-2025-09,2025-09-29,Vehicle Fuel,,,,Vehicle Fuel - PRJ-2023-009 - Sep 2025,173000.0,TZS,2500.84,69.18,69.18,STF-003,STF-004,2025-10-03,INV-5146-2025-5852,Bank Transfer,TRF-20250929-5852,False,,
EXP-2025-05853,GRT-2023-001,PRJ-2023-011,ACT-0061,BDL-0003,ACC-5003,CC-PRG-HLT,LOC-MAN-001,FP-2025-09,2025-09-13,Consultancy Fee,VND-0070,,PRC-2025-1593,Consultancy Fee - PRJ-2023-011 - Sep 2025,2028000.0,TZS,2511.91,807.35,807.35,STF-004,STF-002,2025-09-16,INV-3329-2025-5853,Cash,CHQ-66150,False,,
EXP-2025-05854,GRT-2023-001,PRJ-2023-011,ACT-0062,BDL-0017,ACC-5405,CC-PRG-HLT,LOC-MAN-001,FP-2025-09,2025-09-08,Community Outreach,,,,Community Outreach - PRJ-2023-011 - Sep 2025,779000.0,TZS,2493.56,312.4,312.4,STF-006,STF-006,2025-09-10,INV-5948-2025-5854,Cheque,CHQ-42575,False,,
EXP-2025-05855,GRT-2023-001,PRJ-2023-011,ACT-0062,BDL-0020,ACC-5003,CC-PRG-HLT,LOC-MAN-001,FP-2025-09,2025-09-10,Consultancy Fee,VND-0008,,,Consultancy Fee - PRJ-2023-011 - Sep 2025,1361000.0,TZS,2464.07,552.34,552.34,STF-008,STF-002,2025-09-14,INV-7096-2025-5855,Bank Transfer,TRF-20250910-5855,False,,
EXP-2025-05856,GRT-2024-003,PRJ-2024-005,ACT-0060,BDL-0188,ACC-5303,CC-PRG-HLT,LOC-ARU-004,FP-2025-09,2025-09-26,ICT Equipment,VND-0022,,,ICT Equipment - PRJ-2024-005 - Sep 2025,4328000.0,TZS,2552.81,1695.39,1695.39,STF-001,STF-005,2025-09-29,INV-2984-2025-5856,Bank Transfer,TRF-20250926-5856,False,,
