procurement_id,grant_id,project_id,budget_line_id,vendor_id,location_id,period_id,status_id,procurement_type,description,quantity,unit,unit_price,total_value,currency,po_date,expected_delivery,actual_delivery,grn_reference,invoice_reference,invoice_date,payment_due_date,payment_date,expenditure_id,quotations_obtained,single_source_justified,committee_approval_ref,notes
PRC-2025-2248,GRT-2023-003,PRJ-2023-013,BDL-0079,VND-0011,LOC-ARU-001,FP-2025-05,STS-009,Quotation,Cement Bags for PRJ-2023-013,346,Litres,26100.0,9030600.0,TZS,2025-05-25,2025-06-26,2025-06-30,GRN-2025-2248,INV-VND-2025-2248,2025-07-04,2025-08-03,2025-07-30,EXP-63616,3,False,PC-2025-012,
PRC-2025-2249,GRT-2024-004,PRJ-2024-006,BDL-0226,VND-0003,LOC-MAN-002,FP-2025-10,STS-010,Quotation,Blood Pressure Monitors for PRJ-2024-006,7,Pieces,309100.0,2163700.0,TZS,2025-10-03,2025-10-30,2025-11-14,GRN-2025-2249,INV-VND-2025-2249,2025-11-19,2025-12-19,2025-12-09,EXP-32787,3,False,,
PRC-2025-2250,GRT-2023-001,PRJ-2023-001,BDL-0005,VND-0018,LOC-KIL-001,FP-2025-09,STS-010,Quotation,Reams of A4 Paper for PRJ-2023-001,105,Kg,5600.0,588000.0,TZS,2025-09-10,2025-10-22,2025-10-19,GRN-2025-2250,INV-VND-2025-2250,24-Oct-2025,2025-11-23,2025-11-19,EXP-50427,5,False,,
PRC-2025-2251,GRT-2024-002,PRJ-2024-003,BDL-0155,VND-0128,LOC-ARU-003,FP-2025-04,STS-007,Tender,Motorcycle Honda for PRJ-2024-003,1,Sets,5126200.0,5126200.0,TZS,2025-04-05,2025-05-12,2025-05-11,GRN-2025-2251,,,,,,4,False,PC-2025-117,
PRC-2025-2252,GRT-2021-001,PRJ-2023-007,BDL-0196,VND-0074,LOC-ARU-001,FP-2025-06,STS-009,Quotation,Dell Laptop Computer for PRJ-2023-007,1,Sets,1833500.0,1833500.0,TZS,2025-06-14,2025-07-10,2025-07-19,GRN-2025-2252,,2025-07-21,2025-08-20,2025-08-12,EXP-59185,5,False,,
PRC-2025-2253,GRT-2024-001,PRJ-2024-002,BDL-0090,VND-0105,LOC-KIL-004,FP-2025-05,STS-010,Quotation,Participant Bags for PRJ-2024-002,75,Boxes,27700.0,2077500.0,TZS,2025-05-08,2025-06-12,2025-06-20,GRN-2025-2253,INV-VND-2025-2253,2025-06-21,2025-07-21,2025-07-13,EXP-63523,4,False,PC-2025-019,
PRC-2025-2254,GRT-2024-002,PRJ-2024-004,BDL-0155,VND-0022,LOC-MAN-004,FP-2025-03,STS-001,Quotation,Vegetable Seed Pack for PRJ-2024-004,329,Pieces,8400.0,2763600.0,TZS,2025-03-28,2025-04-08,,,,,,,,4,False,PC-2025-168,
PRC-2025-2255,GRT-2024-001,PRJ-2024-002,BDL-0094,VND-0087,LOC-KIL-004,FP-2025-07,STS-009,Direct Purchase,External Hard Drive for PRJ-2024-002,2,Kg,187600.0,375200.0,TZS,06/07/2025,2025-07-31,2025-08-05,GRN-2025-2255,INV-VND-2025-2255,2025-08-11,09-10-2025,2025-09-09,EXP-44051,1,False,,
PRC-2025-2256,GRT-2023-005,PRJ-2023-010,BDL-0139,VND-0087,LOC-KIL-001,FP-2025-09,STS-009,Quotation,HP Desktop Computer for PRJ-2023-010,1,Kg,1294800.0,1294800.0,TZS,2025-09-13,2025-10-12,2025-10-13,GRN-2025-2256,INV-VND-2025-2256,2025-10-14,2025-11-13,,EXP-66572,3,False,,
PRC-2025-2257,GRT-2024-001,PRJ-2024-002,BDL-0091,VND-0113,LOC-KIL-004,FP-2025-05,STS-008,Direct Purchase,Flipchart Paper Pad for PRJ-2024-002,10,Units,20500.0,205000.0,TZS,2025-05-04,2025-06-18,2025-06-19,GRN-2025-2257,INV-VND-2025-2257,2025-06-25,,,,1,False,,
PRC-2025-2258,GRT-2023-004,PRJ-2023-008,BDL-0110,VND-0036,LOC-MAN-002,FP-2025-01,STS-009,Quotation,UPS Battery for PRJ-2023-008,1,Pieces,503600.0,503600.0,TZS,2025-01-26,2025-02-04,2025-02-10,GRN-2025-2258,INV-VND-2025-2258,2025-02-16,2025-03-18,2025-04-20,EXP-61214,5,False,,
PRC-2025-2259,GRT-2024-002,PRJ-2024-004,BDL-0159,VND-0008,LOC-MAN-004,FP-2025-03,STS-010,Quotation,Toner Cartridge for PRJ-2024-004,36,Pieces,42800.0,1540800.0,TZS,2025-03-26,2025-04-16,2025-04-13,GRN-2025-2259,INV-VND-2025-2259,2025-04-17,2025-05-17,2025-05-10,EXP-57640,5,False,PC-2025-054,
PRC-2025-2260,GRT-2023-001,PRJ-2023-011,BDL-0004,VND-0112,LOC-MAN-001,FP-2025-02,STS-009,Quotation,Notebooks Pack for PRJ-2023-011,163,Sets,8100.0,1320300.0,TZS,2025-02-11,2025-03-27,2025-04-11,GRN-2025-2260,INV-VND-2025-2260,2025-04-13,2025-05-13,2025-05-13,EXP-96980,3,False,PC-2025-094,
PRC-2025-2261,GRT-2024-001,PRJ-2024-001,BDL-0087,VND-0058,LOC-MAN-001,FP-2025-06,STS-009,Tender,Toyota Hilux Double Cab for PRJ-2024-001,1,Sets,32980600.0,32980600.0,TZS,2025-06-14,2025-07-10,2025-07-11,GRN-2025-2261,INV-VND-2025-2261,2025-07-15,2025-08-14,2025-08-14,EXP-21328,5,False,PC-2025-094,
PRC-2025-2262,GRT-2023-001,PRJ-2023-002,BDL-0020,VND-0126,LOC-KIL-002,FP-2025-01,STS-007,Tender,Oral Rehydration Salts for PRJ-2023-002,168,Boxes,40000.0,6720000.0,TZS,2025-01-26,2025-02-16,2025-02-23,GRN-2025-2262,,,,,,3,False,PC-2025-177,
PRC-2025-2263,GRT-2024-002,PRJ-2024-004,BDL-0160,VND-0088,LOC-MAN-004,FP-2025-04,STS-009,Tender,Malaria Rapid Test Kits Box for PRJ-2024-004,93,Sets,275700.0,25640100.0,TZS,2025-04-27,2025-05-23,2025-06-04,GRN-2025-2263,INV-VND-2025-2263,2025-06-10,2025-07-10,2025-07-10,EXP-66941,4,False,PC-2025-056,
PRC-2025-2264,GRT-2024-001,PRJ-2024-007,BDL-0085,VND-0035,LOC-ARU-002,FP-2025-06,STS-009,Quotation,Paint 20L for PRJ-2024-007,16,Sets,77100.0,1233600.0,TZS,2025-06-28,2025-08-07,2025-08-07,GRN-2025-2264,INV-VND-2025-2264,2025-08-13,2025-09-12,,EXP-50889,3,False,PC-2025-183,
PRC-2025-2265,GRT-2024-002,PRJ-2024-003,BDL-0165,VND-0020,LOC-ARU-003,FP-2025-07,STS-009,Quotation,Toner Cartridge for PRJ-2024-003,37,Sets,49600.0,1835200.0,TZS,2025-07-29,2025-08-11,2025-08-10,GRN-2025-2265,INV-VND-2025-2265,2025-08-15,2025-09-14,2025-09-13,EXP-73962,5,False,,
PRC-2025-2266,GRT-2024-002,PRJ-2024-003,BDL-0166,VND-0092,LOC-ARU-003,FP-2025-09,STS-008,Quotation,Bean Seeds 2kg for PRJ-2024-003,177,Boxes,10900.0,1929300.0,TZS,2025-09-18,2025-10-21,2025-10-18,GRN-2025-2266,INV-VND-2025-2266,2025-10-20,,,,5,False,PC-2025-018,
PRC-2025-2267,GRT-2024-003,PRJ-2024-005,BDL-0176,VND-0050,LOC-ARU-004,FP-2025-05,STS-009,Quotation,Motorcycle Honda for PRJ-2024-005,1,Pieces,4608700.0,4608700.0,TZS,2025-05-21,2025-06-05,2025-06-12,GRN-2025-2267,INV-VND-2025-2267,2025-06-15,2025-07-15,2025-07-13,EXP-25784,3,False,PC-2025-009,
PRC-2025-2268,GRT-2021-001,PRJ-2023-007,BDL-0192,VND-0105,LOC-ARU-001,FP-2025-02,STS-003,Quotation,Dell Laptop Computer for PRJ-2023-007,1,Kg,1745900.0,1745900.0,TZS,2025-02-20,2025-04-01,,,,,,,,4,False,PC-2025-054,
PRC-2025-2269,GRT-2023-002,PRJ-2023-012,BDL-0028,VND-0098,LOC-ARU-001,FP-2025-03,STS-006,Quotation,Fruit Tree Seedlings for PRJ-2023-012,3766,Litres,1200.0,4519200.0,TZS,2025-03-04,2025-03-20,,,,,,,,3,False,PC-2025-028,
PRC-2025-2270,GRT-2023-002,PRJ-2023-004,BDL-0029,VND-0024,LOC-ARU-002,FP-2025-07,STS-009,Quotation,Notebooks Pack for PRJ-2023-004,91,Boxes,7700.0,700700.0,TZS,2025-07-30,2025-08-14,2025-08-29,GRN-2025-2270,INV-VND-2025-2270,2025-09-02,2025-10-02,2025-10-01,EXP-34832,4,False,PC-2025-066,
PRC-2025-2271,GRT-2024-003,PRJ-2024-005,BDL-0182,VND-0035,LOC-ARU-004,FP-2025-07,STS-009,Quotation,Timber Planks for PRJ-2024-005,99,Kg,14600.0,1445400.0,TZS,2025-07-27,2025-08-03,2025-08-04,GRN-2025-2271,INV-VND-2025-2271,2025-08-05,2025-09-04,2025-08-29,EXP-73556,3,False,,
PRC-2025-2272,GRT-2024-001,PRJ-2024-007,BDL-0084,VND-0082,LOC-ARU-002,FP-2025-05,STS-001,Quotation,Training Handouts Printing for PRJ-2024-007,292,Kg,32100.0,9373200.0,TZS,2025-05-01,2025-05-25,,,,,,,,7,False,PC-2025-050,
PRC-2025-2273,GRT-2024-001,PRJ-2024-002,BDL-0097,VND-0054,LOC-KIL-004,FP-2025-03,STS-010,Quotation,Toyota Land Cruiser 4x4 for PRJ-2024-002,1,Boxes,43180900.0,43180900.0,TZS,2025-03-20,2025-04-15,2025-04-28,GRN-2025-2273,INV-VND-2025-2273,2025-05-03,2025-06-02,2025-05-23,EXP-95210,5,False,PC-2025-145,
PRC-2025-2274,GRT-2024-001,PRJ-2024-007,BDL-0083,VND-0045,LOC-ARU-002,FP-2025-09,STS-010,Quotation,Timber Planks for PRJ-2024-007,123,Units,13900.0,1709700.0,TZS,09-23-2025,2025-10-21,2025-10-22,GRN-2025-2274,INV-VND-2025-2274,2025-10-29,2025-11-28,,EXP-97525,4,False,,
PRC-2025-2275,GRT-2023-004,PRJ-2023-008,BDL-0117,VND-0103,LOC-MAN-002,FP-2025-03,STS-009,Quotation,Oral Rehydration Salts for PRJ-2023-008,95,Sets,39500.0,3752500.0,TZS,2025-03-20,2025-04-02,2025-04-09,GRN-2025-2275,INV-VND-2025-2275,2025-04-13,2025-05-13,2025-05-10,EXP-62811,3,False,PC-2025-092,
PRC-2025-2276,GRT-2023-001,PRJ-2023-011,BDL-0018,VND-0106,LOC-MAN-001,FP-2025-04,STS-006,Quotation,HP Desktop Computer for PRJ-2023-011,1,Litres,1573700.0,1573700.0,TZS,2025-04-07,2025-05-22,,,,,,,,4,False,PC-2025-081,
PRC-2025-2277,GRT-2023-002,PRJ-2023-012,BDL-0028,VND-0026,LOC-ARU-001,FP-2025-10,STS-007,Quotation,Paint 20L for PRJ-2023-012,13,Boxes,96700.0,1257100.0,TZS,2025-10-04,2025-10-13,2025-10-12,GRN-2025-2277,,,,,,4,False,,
PRC-2025-2278,GRT-2024-002,PRJ-2024-003,BDL-0162,VND-0116,LOC-ARU-003,FP-2025-06,STS-008,Quotation,Dell Laptop Computer for PRJ-2024-003,1,Pieces,2039400.0,2039400.0,TZS,2025-06-02,2025-07-10,2025-07-19,GRN-2025-2278,INV-VND-2025-2278,2025-07-21,,,,4,False,PC-2025-009,
PRC-2025-2279,GRT-2024-002,PRJ-2024-003,BDL-0157,VND-0014,LOC-ARU-003,FP-2025-06,STS-009,Quotation,Medical Gloves Box for PRJ-2024-003,190,Units,45100.0,8569000.0,TZS,2025-06-30,2025-08-03,2025-08-10,GRN-2025-2279,INV-VND-2025-2279,2025-08-16,2025-09-15,2025-09-13,EXP-38004,4,False,PC-2025-078,
PRC-2025-2280,GRT-2022-003,PRJ-2023-003,BDL-0047,VND-0027,LOC-KIL-003,FP-2025-07,STS-009,Quotation,Iron Sheets for PRJ-2023-003,42,Sets,50900.0,2137800.0,TZS,2025-07-30,2025-09-12,2025-09-15,GRN-2025-2280,INV-VND-2025-2280,2025-09-17,2025-10-17,2025-10-15,EXP-90626,4,False,,
PRC-2025-2281,GRT-2023-004,PRJ-2023-008,BDL-0102,VND-0026,LOC-MAN-002,FP-2025-08,STS-009,Quotation,Conference Table for PRJ-2023-008,1,Kg,1159200.0,1159200.0,TZS,2025-08-26,2025-10-05,2025-10-16,GRN-2025-2281,INV-VND-2025-2281,2025-10-17,2025-11-16,2025-11-08,EXP-21358,4,False,PC-2025-200,
PRC-2025-2282,GRT-2024-003,PRJ-2024-005,BDL-0175,VND-0083,LOC-ARU-004,FP-2025-02,STS-003,Quotation,Oral Rehydration Salts for PRJ-2024-005,133,Pieces,35500.0,4721500.0,TZS,2025-02-17,2025-04-02,,,,,,,,3,False,PC-2025-090,
PRC-2025-2283,GRT-2023-002,PRJ-2023-004,BDL-0037,VND-0091,LOC-ARU-002,FP-2025-04,STS-007,Quotation,Office Desk for PRJ-2023-004,4,Kg,608100.0,2432400.0,TZS,2025-04-10,2025-04-27,2025-05-10,GRN-2025-2283,,,,,,4,False,,
PRC-2025-2284,GRT-2023-002,PRJ-2023-012,BDL-0025,VND-0010,LOC-ARU-001,FP-2025-02,STS-010,Quotation,Medical Gloves Box for PRJ-2023-012,117,Boxes,43600.0,5101200.0,TZS,2025-02-02,2025-02-10,2025-02-16,GRN-2025-2284,INV-VND-2025-2284,2025-02-21,2025-03-23,2025-03-19,EXP-62693,7,False,PC-2025-146,
PRC-2025-2285,GRT-2024-003,PRJ-2024-005,BDL-0179,VND-0124,LOC-ARU-004,FP-2025-08,STS-009,Direct Purchase,Computer Accessories Set for PRJ-2024-005,1,Kg,321200.0,321200.0,TZS,2025-08-26,2025-09-30,2025-09-28,GRN-2025-2285,INV-VND-2025-2285,2025-10-04,2025-11-03,2025-10-25,EXP-57059,1,False,,
PRC-2025-2286,GRT-2024-002,PRJ-2024-003,BDL-0172,VND-0042,LOC-ARU-003,FP-2025-10,STS-008,Quotation,Paint 20L for PRJ-2024-003,21,Kg,89700.0,1883700.0,TZS,07-Oct-2025,2025-11-01,2025-10-31,GRN-2025-2286,INV-VND-2025-2286,2025-11-01,,,,3,False,PC-2025-138,
PRC-2025-2287,GRT-2022-004,PRJ-2023-005,BDL-0126,VND-0141,LOC-KIL-001,FP-2025-10,STS-010,Quotation,Filing Cabinet for PRJ-2023-005,4,Litres,417100.0,1668400.0,TZS,2025-10-07,2025-11-17,2025-11-29,GRN-2025-2287,INV-VND-2025-2287,2025-12-02,2026-01-01,2025-12-26,EXP-31194,4,False,,
PRC-2025-2288,GRT-2024-002,PRJ-2024-004,BDL-0172,VND-0139,LOC-MAN-004,FP-2025-08,STS-002,Quotation,Iron Sheets for PRJ-2024-004,98,Sets,49400.0,4841200.0,TZS,2025-08-25,2025-09-28,,,,,,,,5,False,PC-2025-091,
PRC-2025-2289,GRT-2022-004,PRJ-2023-005,BDL-0128,VND-0102,LOC-KIL-001,FP-2025-05,STS-010,Quotation,Eucalyptus Seedlings for PRJ-2023-005,7098,Pieces,700.0,4968600.0,TZS,2025-05-01,2025-05-16,2025-05-25,GRN-2025-2289,INV-VND-2025-2289,2025-05-27,2025-06-26,2025-06-20,EXP-24632,5,False,PC-2025-101,
PRC-2025-2290,GRT-2024-003,PRJ-2024-005,BDL-0174,VND-0071,LOC-ARU-004,FP-2025-01,STS-009,Direct Purchase,External Hard Drive for PRJ-2024-005,1,Pieces,181500.0,181500.0,TZS,2025-01-25,2025-03-02,2025-03-08,GRN-2025-2290,INV-VND-2025-2290,2025-03-15,2025-04-14,2025-04-28,EXP-15152,1,False,,
PRC-2025-2291,GRT-2023-002,PRJ-2023-012,BDL-0025,VND-0051,LOC-ARU-001,FP-2025-04,STS-010,Quotation,Motorcycle Honda for PRJ-2023-012,1,Litres,5045100.0,5045100.0,TZS,2025-04-18,2025-05-01,2025-04-29,GRN-2025-2291,INV-VND-2025-2291,2025-05-04,2025-06-03,2025-05-25,EXP-81956,3,False,PC-2025-073,
PRC-2025-2292,GRT-2021-001,PRJ-2023-007,BDL-0200,VND-0036,LOC-ARU-001,FP-2025-04,STS-001,Quotation,Printer Canon for PRJ-2023-007,1,Boxes,898800.0,898800.0,TZS,2025-04-16,2025-05-31,,,,,,,,5,False,,
PRC-2025-2293,GRT-2021-001,PRJ-2023-007,BDL-0204,VND-0022,LOC-ARU-001,FP-2025-09,STS-002,Quotation,Sunflower Seeds 1kg for PRJ-2023-007,365,Boxes,16800.0,6132000.0,TZS,2025-09-13,2025-10-08,,,,,,,,7,False,PC-2025-083,
PRC-2025-2294,GRT-2023-005,PRJ-2023-010,BDL-0148,VND-0060,LOC-KIL-001,FP-2025-01,STS-006,Quotation,Bean Seeds 2kg for PRJ-2023-010,395,Sets,11200.0,4424000.0,TZS,2025-01-22,2025-01-30,,,,,,,,4,False,,
PRC-2025-2295,GRT-2021-001,PRJ-2023-007,BDL-0202,VND-0109,LOC-ARU-001,FP-2025-08,STS-010,Quotation,Notebooks Pack for PRJ-2023-007,124,Boxes,8500.0,1054000.0,TZS,2025-08-18,2025-08-30,2025-09-06,GRN-2025-2295,INV-VND-2025-2295,2025-09-11,2025-10-11,2025-10-20,EXP-11531,5,False,PC-2025-074,
PRC-2025-2296,GRT-2023-001,PRJ-2023-011,BDL-0017,VND-0138,LOC-MAN-001,FP-2025-10,STS-009,Quotation,Iron Sheets for PRJ-2023-011,73,Units,42200.0,3080600.0,TZS,2025-10-07,2025-10-18,2025-10-15,GRN-2025-2296,INV-VND-2025-2296,2025-10-17,2025-11-16,2025-11-30,EXP-95708,3,False,PC-2025-010,
PRC-2025-2297,GRT-2024-001,PRJ-2024-001,BDL-0091,VND-0036,LOC-MAN-001,FP-2025-09,STS-010,Quotation,Eucalyptus Seedlings for PRJ-2024-001,6143,Litres,700.0,4300100.0,TZS,2025-09-28,2025-10-26,2025-11-09,GRN-2025-2297,INV-VND-2025-2297,2025-11-15,2025-12-15,13-Dec-2025,EXP-38199,5,False,,
PRC-2025-2298,GRT-2024-001,PRJ-2024-007,BDL-0097,VND-0029,LOC-ARU-002,FP-2025-04,STS-009,Tender,Toyota Land Cruiser 4x4 for PRJ-2024-007,1,Litres,50628100.0,50628100.0,TZS,2025-04-03,2025-04-29,2025-04-30,GRN-2025-2298,INV-VND-2025-2298,2025-05-03,2025-06-02,2025-05-27,EXP-36653,4,False,PC-2025-172,
PRC-2025-2299,GRT-2023-002,PRJ-2023-012,BDL-0041,VND-0047,LOC-ARU-001,FP-2025-01,STS-004,Quotation,Participant Bags for PRJ-2023-012,145,Litres,25200.0,3654000.0,TZS,2025-01-25,2025-02-20,,,,,,,,3,False,PC-2025-145,
PRC-2025-2300,GRT-2022-003,PRJ-2023-003,BDL-0051,VND-0032,LOC-KIL-003,FP-2025-07,STS-002,Quotation,Manila Files Box for PRJ-2023-003,79,Pieces,14100.0,1113900.0,TZS,2025-07-10,2025-07-23,,,,,,,,5,False,,
PRC-2025-2301,GRT-2022-004,PRJ-2023-005,BDL-0135,VND-0024,LOC-KIL-001,FP-2025-07,STS-009,Quotation,Notebooks Pack for PRJ-2023-005,141,Boxes,8500.0,1198500.0,TZS,2025-07-25,2025-08-03,2025-08-16,GRN-2025-2301,INV-VND-2025-2301,2025-08-22,2025-09-21,2025-09-16,EXP-96268,3,False,,
PRC-2025-2302,GRT-2023-002,PRJ-2023-012,BDL-0039,VND-0014,LOC-ARU-001,FP-2025-04,STS-006,Tender,Toyota Hilux Double Cab for PRJ-2023-012,1,Boxes,30123200.0,30123200.0,TZS,2025-04-23,2025-05-20,,,,,,,,5,False,PC-2025-030,
PRC-2025-2303,GRT-2023-001,PRJ-2023-001,BDL-0005,VND-0014,LOC-KIL-001,FP-2025-02,STS-007,Quotation,Indigenous Tree Seedlings for PRJ-2023-001,5672,Litres,600.0,3403200.0,TZS,2025-02-26,2025-03-28,2025-04-09,GRN-2025-2303,,,,,,3,False,,
PRC-2025-2304,GRT-2023-001,PRJ-2023-002,BDL-0009,VND-0030,LOC-KIL-002,FP-2025-06,STS-006,Direct Purchase,Computer Accessories Set for PRJ-2023-002,1,Boxes,388400.0,388400.0,TZS,2025-06-19,2025-08-02,,,,,,,,1,False,,
PRC-2025-2305,GRT-2024-001,PRJ-2024-002,BDL-0097,VND-0022,LOC-KIL-004,FP-2025-02,STS-001,Quotation,Filing Cabinet for PRJ-2024-002,4,Pieces,360600.0,1442400.0,TZS,2025-02-06,2025-03-06,,,,,,,,3,False,,
PRC-2025-2306,GRT-2023-005,PRJ-2023-010,BDL-0141,VND-0057,LOC-KIL-001,FP-2025-05,STS-010,Tender,Indigenous Tree Seedlings for PRJ-2023-010,11962,Pieces,700.0,8373400.0,TZS,2025-05-23,2025-06-14,2025-06-25,GRN-2025-2306,INV-VND-2025-2306,2025-06-27,2025-07-27,2025-07-25,EXP-90597,7,False,PC-2025-017,
PRC-2025-2307,GRT-2023-001,PRJ-2023-001,BDL-0021,VND-0059,LOC-KIL-001,FP-2025-07,STS-005,Tender,Eucalyptus Seedlings for PRJ-2023-001,6579,Sets,800.0,5263200.0,TZS,2025-07-23,2025-08-03,,,,,,,,7,False,PC-2025-179,
PRC-2025-2308,GRT-2024-002,PRJ-2024-003,BDL-0173,VND-0115,LOC-ARU-003,FP-2025-10,STS-009,Quotation,Office Desk for PRJ-2024-003,7,Kg,592200.0,4145400.0,TZS,01-Oct-2025,2025-10-22,2025-10-27,GRN-2025-2308,,2025-10-31,2025-11-30,2025-11-29,EXP-95462,5,False,,
PRC-2025-2309,GRT-2024-001,PRJ-2024-007,BDL-0096,VND-0056,LOC-ARU-002,FP-2025-09,STS-006,Direct Purchase,Computer Accessories Set for PRJ-2024-007,1,Litres,371900.0,371900.0,TZS,2025-09-09,2025-10-06,,,,,,,,1,False,,
PRC-2025-2310,GRT-2023-003,PRJ-2023-006,BDL-0069,VND-0075,LOC-KIL-001,FP-2025-10,STS-009,Quotation,Reams of A4 Paper for PRJ-2023-006,140,Kg,5200.0,728000.0,TZS,2025-10-14,2025-11-04,2025-11-11,GRN-2025-2310,,2025-11-12,2025-12-12,2025-12-04,EXP-71990,4,False,,
PRC-2025-2311,GRT-2023-002,PRJ-2023-012,BDL-0023,VND-0080,LOC-ARU-001,FP-2025-08,STS-007,Quotation,Bean Seeds 2kg for PRJ-2023-012,199,Sets,11700.0,2328300.0,TZS,2025-08-01,2025-08-22,2025-08-27,GRN-2025-2311,,,,,,3,False,PC-2025-137,
PRC-2025-2312,GRT-2021-001,PRJ-2023-007,BDL-0209,VND-0053,LOC-ARU-001,FP-2025-05,STS-001,Quotation,Fruit Tree Seedlings for PRJ-2023-007,3486,Pieces,1300.0,4531800.0,TZS,2025-05-23,2025-06-21,,,,,,,,4,False,PC-2025-190,
PRC-2025-2313,GRT-2024-002,PRJ-2024-003,BDL-0172,VND-0006,LOC-ARU-003,FP-2025-04,STS-009,Quotation,Motorcycle Honda for PRJ-2024-003,1,Units,4579300.0,4579300.0,TZS,2025-04-30,2025-05-14,2025-05-19,GRN-2025-2313,INV-VND-2025-2313,2025-05-20,2025-06-19,2025-06-25,EXP-39792,4,False,,
PRC-2025-2314,GRT-2024-001,PRJ-2024-007,BDL-0097,VND-0092,LOC-ARU-002,FP-2025-06,STS-007,Tender,Toyota Land Cruiser 4x4 for PRJ-2024-007,1,Kg,50695700.0,50695700.0,TZS,2025-06-11,2025-07-02,2025-06-30,GRN-2025-2314,,,,,,6,False,PC-2025-130,
PRC-2025-2315,GRT-2023-001,PRJ-2023-001,BDL-0017,VND-0062,LOC-KIL-001,FP-2025-02,STS-010,Quotation,Iron Sheets for PRJ-2023-001,64,Units,46500.0,2976000.0,TZS,2025-02-27,2025-04-12,2025-04-19,GRN-2025-2315,INV-VND-2025-2315,2025-04-24,2025-05-24,2025-05-24,EXP-74301,3,False,,
PRC-2025-2316,GRT-2023-005,PRJ-2023-010,BDL-0142,VND-0081,LOC-KIL-001,FP-2025-03,STS-009,Quotation,Paint 20L for PRJ-2023-010,15,Pieces,80900.0,1213500.0,TZS,2025-03-20,2025-04-26,2025-04-24,GRN-2025-2316,INV-VND-2025-2316,2025-04-27,2025-05-27,2025-05-25,EXP-72510,3,False,PC-2025-052,
PRC-2025-2317,GRT-2023-002,PRJ-2023-004,BDL-0022,VND-0135,LOC-ARU-002,FP-2025-03,STS-009,Quotation,Timber Planks for PRJ-2023-004,147,Units,16200.0,2381400.0,TZS,2025-03-03,2025-03-26,2025-03-30,GRN-2025-2317,INV-VND-2025-2317,2025-04-04,2025-05-04,2025-04-27,EXP-39547,5,False,PC-2025-007,
PRC-2025-2318,GRT-2022-003,PRJ-2023-003,BDL-0048,VND-0053,LOC-KIL-003,FP-2025-05,STS-006,Quotation,Toner Cartridge for PRJ-2023-003,14,Pieces,41300.0,578200.0,TZS,2025-05-28,2025-07-02,,,,,,,,4,False,,
PRC-2025-2319,GRT-2024-002,PRJ-2024-004,BDL-0160,VND-0117,LOC-MAN-004,FP-2025-02,STS-009,Tender,Cement Bags for PRJ-2024-004,370,Kg,26000.0,9620000.0,TZS,2025-02-12,2025-03-19,2025-03-24,GRN-2025-2319,INV-VND-2025-2319,2025-03-26,2025-04-25,2025-04-15,EXP-34707,6,False,PC-2025-117,
PRC-2025-2320,GRT-2024-003,PRJ-2024-005,BDL-0182,VND-0102,LOC-ARU-004,FP-2025-04,STS-009,Quotation,Training Handouts Printing for PRJ-2024-005,211,Units,34600.0,7300600.0,TZS,2025-04-22,2025-05-13,2025-05-25,GRN-2025-2320,INV-VND-2025-2320,2025-06-01,2025-07-01,2025-06-27,EXP-36371,5,False,PC-2025-005,
PRC-2025-2321,GRT-2024-004,PRJ-2024-006,BDL-0216,VND-0138,LOC-MAN-002,FP-2025-07,STS-005,Quotation,Motorcycle Honda for PRJ-2024-006,1,Boxes,4491600.0,4491600.0,TZS,2025-07-17,2025-08-13,,,,,,,,3,False,,
PRC-2025-2322,GRT-2024-001,PRJ-2024-002,BDL-0087,VND-0057,LOC-KIL-004,FP-2025-01,STS-007,Quotation,Manila Files Box for PRJ-2024-002,43,Kg,13700.0,589100.0,TZS,2025-01-16,2025-02-05,2025-02-20,GRN-2025-2322,,,,,,5,False,PC-2025-152,
PRC-2025-2323,GRT-2021-001,PRJ-2023-007,BDL-0201,VND-0112,LOC-ARU-001,FP-2025-03,STS-010,Quotation,Fruit Tree Seedlings for PRJ-2023-007,1491,Units,1100.0,1640100.0,TZS,2025-03-24,2025-04-26,2025-05-07,GRN-2025-2323,INV-VND-2025-2323,2025-05-12,2025-06-11,2025-06-01,EXP-30708,4,False,,
PRC-2025-2324,GRT-2024-003,PRJ-2024-005,BDL-0188,VND-0106,LOC-ARU-004,FP-2025-05,STS-007,Quotation,Improved Maize Seed 5kg for PRJ-2024-005,473,Kg,18400.0,8703200.0,TZS,2025-05-10,2025-05-31,2025-06-11,GRN-2025-2324,,,,,,3,False,PC-2025-197,
PRC-2025-2325,GRT-2023-004,PRJ-2023-009,BDL-0107,VND-0100,LOC-MAN-003,FP-2025-05,STS-010,Quotation,Toner Cartridge for PRJ-2023-009,16,Units,40900.0,654400.0,TZS,2025-05-01,2025-05-21,2025-06-04,GRN-2025-2325,INV-VND-2025-2325,2025-06-05,2025-07-05,2025-06-28,EXP-36811,4,False,PC-2025-151,
PRC-2025-2326,GRT-2024-001,PRJ-2024-007,BDL-0099,VND-0082,LOC-ARU-002,FP-2025-09,STS-009,Quotation,Medical Gloves Box for PRJ-2024-007,160,Kg,41800.0,6688000.0,TZS,2025-09-08,2025-09-28,2025-10-04,GRN-2025-2326,INV-VND-2025-2326,2025-10-08,2025-11-07,2025-11-07,EXP-14828,5,False,PC-2025-176,
